,type,reference,price,district,street,area,plant,lift,parking,description
239,Penthouse,/en/inmueble/101263848/,"1,150,000€","['\n\n\n\n\n\n\nPenthouse in El Fort Pienc', ' Barcelona\n\n\n1', '150', '000€\n\n\n1', '200', '000 €\n\n4%\n\n\n\n4 bed.\n171 m²\n10th floor exterior with lift\n\n\nWelcome to the pinnacle of city living in the vibrant Eixample Right neighbourhood of Barcelona', ' proudly presented by Lucas Fox', ' the premier international real estate agency.\nAs you step into this spacious 4-bedroom penthouse']",El Fort Pienc,171 m²,10th,with lift,,"Welcome to the pinnacle of city living in the vibrant Eixample Right neighbourhood of Barcelona, proudly presented by Lucas Fox, the premier international real estate agency.
As you step into this spacious 4-bedroom penthouse, prepare to be captivated by its charm. The clever open-plan living and"
240,Flat,/en/inmueble/101617006/,"200,000€","['\n\nFlat in Telegrafs', ' El Guinardó', ' Barcelona\n\n\n200', '000€\n\n\n2 bed.\n61 m²\nGround floor exterior with lift\n\n\nMagnificent completely renovated apartment located very close to Av. Mare de Déu de Montserrat', ' central avenue in the Horta-Guinardó area where we find all the necessary establishments to satisfy any type of need', ' an ideal area']",Telegrafs,61 m²,Ground,with lift,,"Magnificent completely renovated apartment located very close to Av. Mare de Déu de Montserrat, central avenue in the Horta-Guinardó area where we find all the necessary establishments to satisfy any type of need, an ideal area, very quiet to live.
It is a 54 m2 apartment with 2 bedrooms (one double"
241,Flat,/en/inmueble/101607985/,"870,000€","['\n\nFlat in calle del Palau', ' El Gòtic', ' Barcelona\n\n\n870', '000€\n\n\n7 bed.\n262 m²\n4th floor exterior with lift\n\n\n""This flat to reform is located at Carrer del Palau', ' 08002', ' Barcelona', ' Barcelona', ' on the 4th floor. It is an apartment', ' built in the year 1900']",calle del Palau,262 m²,4th,with lift,,"""This flat to reform is located at Carrer del Palau, 08002, Barcelona, Barcelona, on the 4th floor. It is an apartment, built in the year 1900, it has 262 m2 built of which 230 m2 are useful and has 7 bedrooms and 2 bathrooms. With the possibility of segregating into two independent houses.
It is s"
242,Flat,/en/inmueble/101621474/,"280,000€","['\n\nFlat in calle de la Foneria', ' La Marina del Port', ' Barcelona\n\n\n280', '000€\n\n\n3 bed.\n76 m²\n3rd floor exterior with lift\n\n\nApartment for REFORMED to enter to live!\n■ Rooms: 3\n- The apartment has 2 double rooms']",calle de la Foneria,76 m²,3rd,with lift,,"Apartment for REFORMED to enter to live!
■ Rooms: 3
- The apartment has 2 double rooms, exterior. The other single room.
■ Bathrooms: 2
- It has a complete bathroom with shower.
-A complete bathroom
■ Kitchen:
- Independent kitchen complete with furniture
■ Living room:
Spacious and spacious wit"
243,House,/en/inmueble/101559950/,"3,900,000€","['\n\n\n\n\n\n\nHouse in Pedralbes', ' Barcelona\n\n\n3', '900', '000€\nParking included\n\n\n5 bed.\n738 m²\n\n\nThis house dates back to 1962 and is located in the Pedralbes neighbourhood', ' close to international schools', ' public transport']",Pedralbes,738 m²,,,Parking included,"This house dates back to 1962 and is located in the Pedralbes neighbourhood, close to international schools, public transport, shops and medical and sports centres. The house is divided into three floors and has a functional and cozy design. All of the rooms are bright and peaceful. The house also o"
244,Flat,/en/inmueble/100754536/,"749,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n749', '000€\n\n\n775', '000 €\n\n3%\n\n\n\n3 bed.\n120 m²\n1st floor exterior with lift\n\n\nMagnificent newly renovated apartment with exquisite finishes and luxury details', ' in the heart of Barcelona. This elegant apartment', ' located on the first real floor of a historic building', ' has 116 m2 built that is very well used', ' distributed in three bedrooms', ' two full bathrooms with showers']",El Gòtic,120 m²,1st,with lift,,"Magnificent newly renovated apartment with exquisite finishes and luxury details, in the heart of Barcelona. This elegant apartment, located on the first real floor of a historic building, has 116 m2 built that is very well used, distributed in three bedrooms, two full bathrooms with showers, an sep"
245,Flat,/en/inmueble/101600421/,"129,000€","['\n\n\n\n\n\n\nFlat in Can Peguera - El Turó de la Peira', ' Barcelona\n\n\n129', '000€\n\n\n2 bed.\n69 m²\n4th floor exterior with lift\n\n\nChance! 69 m² apartment distributed in living room', ' two bedrooms', ' kitchen', ' bathroom and hall. It has stoneware floors', ' white lacquered aluminum windows', ' sapele interior doors... It requires comprehensive reform to move into']",Can Peguera - El Turó de la Peira,69 m²,4th,with lift,,"Chance! 69 m² apartment distributed in living room, two bedrooms, kitchen, bathroom and hall. It has stoneware floors, white lacquered aluminum windows, sapele interior doors... It requires comprehensive reform to move into, but it offers many possibilities. It is a 4th floor in a block without elev"
246,Flat,/en/inmueble/101605963/,"365,000€","[""\n\nFlat in calle d' Ausias March"", ' El Fort Pienc', ' Barcelona\n\n\n365', '000€\n\n\n2 bed.\n84 m²\nMezzanine interior with lift\n\n\nSpecially designed to make the most of the sun and natural light', ' with open spaces and windows that let in as much light as possible. It has 63m of housing and 23m of terrace', ' the house consists of 2 double bedrooms', ' bathroom with shower', ' screen']",calle d' Ausias March,84 m²,Mezzanine,lift,,"Specially designed to make the most of the sun and natural light, with open spaces and windows that let in as much light as possible. It has 63m of housing and 23m of terrace, the house consists of 2 double bedrooms, bathroom with shower, screen, bidet and bathroom mirror with built-in LED light and"
247,Penthouse,/en/inmueble/101619326/,"375,000€","['\n\nPenthouse in paseo de Maragall', "" La Font d'En Fargues"", ' Barcelona\n\n\n375', '000€\nGarage optional 18', '000 €\n\n\n2 bed.\n67 m²\n7th floor exterior with lift\n\n\nHORTA-GUINARDO On EXCLUSIVE penthouse!\nABOVE PENTHOUSE', ' corner at 3 winds with 2 TERRACES', ' sunny SOUTH orientation\n-2 Terraces of 15 m2 and 15 m2\n-On attic of 60 m2', ' registered 48 m2 + the 2 terraces (30 m2)\n60 m2 (floor) + 7.5 m2 (terraces']",paseo de Maragall,67 m²,7th,with lift,"Garage optional 18,000 €","HORTA-GUINARDO On EXCLUSIVE penthouse!
ABOVE PENTHOUSE, corner at 3 winds with 2 TERRACES, sunny SOUTH orientation
-2 Terraces of 15 m2 and 15 m2
-On attic of 60 m2, registered 48 m2 + the 2 terraces (30 m2)
60 m2 (floor) + 7.5 m2 (terraces, 50% of the value of the m2 of the floor is calculated) ="
248,Flat,/en/inmueble/99362708/,"419,000€","['\n\nFlat in calle de València', ' La Sagrada Família', ' Barcelona\n\n\n419', '000€\n\n\n427', '000 €\n\n2%\n\n\n\n4 bed.\n126 m²\n1st floor interior with lift\n\n\nDo you want to live next to the Basilica of the SAGRADA FAMILIA and be able to move around taking a walk through the center of the city', ' do without the car to shop']",calle de València,126 m²,1st,with lift,,"Do you want to live next to the Basilica of the SAGRADA FAMILIA and be able to move around taking a walk through the center of the city, do without the car to shop, walk or do you want to reach all the neighborhoods of Barcelona by public transport? Or do you prefer to invest in this area of Barcelo"
249,Flat,/en/inmueble/101618567/,"300,000€","['\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n300', '000€\n\n\n3 bed.\n90 m²\n4th floor exterior with lift\n\n\nWe enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment.\nThis beautiful oasis', ' without square meters lost in an endless corridor', ' with three rooms', ' two of them single and one double']",calle de Ramon Albó,90 m²,4th,with lift,,"We enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment.
This beautiful oasis, without square meters lost in an endless corridor, with three rooms, two of them single and one double, all with natural light and very quiet.
And the jewel of the hous"
250,Penthouse,/en/inmueble/101263848/,"1,150,000€","['\n\n\n\n\n\n\nPenthouse in El Fort Pienc', ' Barcelona\n\n\n1', '150', '000€\n\n\n1', '200', '000 €\n\n4%\n\n\n\n4 bed.\n171 m²\n10th floor exterior with lift\n\n\nWelcome to the pinnacle of city living in the vibrant Eixample Right neighbourhood of Barcelona', ' proudly presented by Lucas Fox', ' the premier international real estate agency.\nAs you step into this spacious 4-bedroom penthouse']",El Fort Pienc,171 m²,10th,with lift,,"Welcome to the pinnacle of city living in the vibrant Eixample Right neighbourhood of Barcelona, proudly presented by Lucas Fox, the premier international real estate agency.
As you step into this spacious 4-bedroom penthouse, prepare to be captivated by its charm. The clever open-plan living and"
251,Penthouse,/en/inmueble/101588175/,"1,825,000€","['\n\n\n\n\n\n\nPenthouse in Pedralbes', ' Barcelona\n\n\n1', '825', '000€\nParking included\n\n\n4 bed.\n218 m²\n2nd floor exterior with lift\n\n\nVery special penthouse of 218 m²', ' located in a renovated modernista building with a lot of charm and with all modern comforts.\nThe architect Manuel Joaquim Raspall i Mayol built in 1909 this estate which is currently listed as architectural heritage of Barcelona. In 2005']",Pedralbes,218 m²,2nd,with lift,Parking included,"Very special penthouse of 218 m², located in a renovated modernista building with a lot of charm and with all modern comforts.
The architect Manuel Joaquim Raspall i Mayol built in 1909 this estate which is currently listed as architectural heritage of Barcelona. In 2005, it was fully refurbished"
252,Flat,/en/inmueble/101604626/,"345,000€","['\n\nFlat in calle de Sardenya', ' El Fort Pienc', ' Barcelona\n\n\n345', '000€\nGarage optional 20', '000 €\n\n\n4 bed.\n80 m²\n2nd floor exterior with lift\n\n\nThe floor is a real second height to reform. It has a useful area of 72m2', ' divided into 4 rooms', ' 3 doubles facing the street and 1 single', ' a bathroom with a bathtub', ' the kitchen is closed']",calle de Sardenya,80 m²,2nd,with lift,"Garage optional 20,000 €","The floor is a real second height to reform. It has a useful area of 72m2, divided into 4 rooms, 3 doubles facing the street and 1 single, a bathroom with a bathtub, the kitchen is closed, the living-dining room is very bright with access to a large 9m balcony with the possibility of put a table and"
253,Flat,/en/inmueble/101082363/,"560,000€","['\n\n\n\n\n\n\nFlat in Les Corts', ' Barcelona\n\n\n560', '000€\n\n\n4 bed.\n116 m²\n exterior with lift\n\n\nSpacious and quiet apartment steps away from Francesc Macia\nThis excellent 116m2 apartment is located in the best area of Les Corts. It is located in an elegant building with a recently renovated luxury concierge with 2 concierges']",Les Corts,116 m²,,,,"Spacious and quiet apartment steps away from Francesc Macia
This excellent 116m2 apartment is located in the best area of Les Corts. It is located in an elegant building with a recently renovated luxury concierge with 2 concierges, elevator and the possiblity of renting a parking spot in the same bu"
254,Flat,/en/inmueble/97005119/,"1,550,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '550', '000€\n\n\n4 bed.\n210 m²\n3rd floor exterior with lift\n\n\nApartment to refurnished in Passeig de Gràcia', "" in Quadrat d'Or of Barcelona\nIn the renowned Passeig de Gràcia"", "" in the heart of the Quadrat d'Or in Barcelona"", ' we find this magnificent apartment to reform and full of possibilities.\nThe flat was originally made up of 3 suite rooms']",La Dreta de l'Eixample,210 m²,3rd,with lift,,"Apartment to refurnished in Passeig de Gràcia, in Quadrat d'Or of Barcelona
In the renowned Passeig de Gràcia, in the heart of the Quadrat d'Or in Barcelona, we find this magnificent apartment to reform and full of possibilities.
The flat was originally made up of 3 suite rooms, two of them with a"
255,Flat,/en/inmueble/96200048/,"655,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n655', '000€\n\n\n4 bed.\n158 m²\n6th floor exterior with lift\n\n\nPenthouse in the heart of Eixample Esquerra\nEngel & Völkers presents this property located at the top floor of a classical building at Aragón street', ' one of the most important avenues of the city.\nIt is a spacious and very bright penthouse of about 152m2']",L'Antiga Esquerra de l'Eixample,158 m²,6th,with lift,,"Penthouse in the heart of Eixample Esquerra
Engel & Völkers presents this property located at the top floor of a classical building at Aragón street, one of the most important avenues of the city.
It is a spacious and very bright penthouse of about 152m2, which is currently divided into two apartme"
256,Flat,/en/inmueble/98956576/,"1,300,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n1', '300', '000€\n\n\n5 bed.\n200 m²\n4th floor exterior with lift\n\n\nBright appartment in Jardinets de Gràcia\nOn a fourth real floor', ' of a building from the beginning of the 20th century']",Vila de Gràcia,200 m²,4th,with lift,,"Bright appartment in Jardinets de Gràcia
On a fourth real floor, of a building from the beginning of the 20th century, is this fantastic property that enjoys privileged views over Passeig de Gràcia and the well-known Fuster hotel. The apartment was completely renovated in 2000 and is ready to move i"
257,Flat,/en/inmueble/100977046/,"690,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n690', '000€\n\n\n745', ""000 €\n\n7%\n\n\n\n4 bed.\n164 m²\n2nd floor exterior with lift\n\n\nApartment to reform in the Quadrat d'Or"", "" Dreta de l'Eixample"", ' Barcelona\nApartment with great reform potential of 164m³ built according to cadastre', "" located in the emblematic Quadrat d'Or area""]",La Dreta de l'Eixample,164 m²,2nd,with lift,,"Apartment to reform in the Quadrat d'Or, Dreta de l'Eixample, Barcelona
Apartment with great reform potential of 164m³ built according to cadastre, located in the emblematic Quadrat d'Or area, in l'Eixample Dreta.
The house is distributed in a spacious and bright living-dining room with large windo"
258,Flat,/en/inmueble/101551113/,"1,330,000€","['\n\nFlat in paseo De Manuel Girona', ' Sarrià', ' Barcelona\n\n\n1', '330', '000€\nParking included\n\n\n5 bed.\n234 m²\n3rd floor exterior with lift\n\n\nElegant apartment located in Sarriá', ' one of the most exclusive neighborhoods in the upper area of Barcelona.The farm where it is located is from 1980', ' it has a concierge', ' a concierge', ' a ramp for people with reduced mobility', ' two entrances', ' two elevators.The apartment is exterior']",paseo De Manuel Girona,234 m²,3rd,with lift,Parking included,"Elegant apartment located in Sarriá, one of the most exclusive neighborhoods in the upper area of Barcelona.The farm where it is located is from 1980, it has a concierge, a concierge, a ramp for people with reduced mobility, two entrances, two elevators.The apartment is exterior, facing south-west.I"
259,Flat,/en/inmueble/100766971/,"890,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n890', '000€\n\n\n950', '000 €\n\n6%\n\n\n\n3 bed.\n172 m²\n1st floor exterior with lift\n\n\nApartment with terrace to reform in Eixample Dreta', ' Barcelona\n118m² built apartment to reform and with a 54m² terrace', ' located in the magnificent and sought-after area of Eixample Dreta', ' three blocks from Paseo de Gracia and Plaza Catalunya.\nThe property is original', ' with high ceilings']",La Dreta de l'Eixample,172 m²,1st,with lift,,"Apartment with terrace to reform in Eixample Dreta, Barcelona
118m² built apartment to reform and with a 54m² terrace, located in the magnificent and sought-after area of Eixample Dreta, three blocks from Paseo de Gracia and Plaza Catalunya.
The property is original, with high ceilings, hydraulic f"
260,Duplex,/en/inmueble/101606421/,"3,100,000€","['\n\nDuplex in calle de Lázaro Cárdenas', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n3', '100']",calle de Lázaro Cárdenas,524 m²,Ground,with lift,Parking included,"Magnificent and bright triplex located next to the Turó Parc
DIMENSIONS
Housing: 456 m2
Terraces: 136 m2
PROPERTY DESCRIPTION:
Spectacular renovated house with high quality elements surrounded by large terraces located in a very quiet street near the Turó Parc gardens.Due to its discretion and pr"
261,Flat,/en/inmueble/101594893/,"235,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Estadella"", ' El Bon Pastor', ' Barcelona\n\n\n235', '000€\n\n\n257', '500 €\n\n9%\n\n\n\n4 bed.\n110 m²\n5th floor exterior without lift\n\n\nFloor 5th', ' flat total surface area 110 m²', ' usable floor area 95 m²', ' single bedrooms: 1', ' double bedrooms: 3', ' 1 bathrooms', ' state of repair: in good condition', ' facing south', ' terrace', ' exterior', ' energy emission rate: D', ' 85', ' energy consumption rate: E']",calle de l'Estadella,110 m²,5th,without lift,,"Floor 5th, flat total surface area 110 m², usable floor area 95 m², single bedrooms: 1, double bedrooms: 3, 1 bathrooms, state of repair: in good condition, facing south, terrace, exterior, energy emission rate: D, 85, energy consumption rate: E, 225."
262,Flat,/en/inmueble/101336639/,"388,000€","['\n\n\n\n\n\n\nFlat in avenida del Paral·lel', ' 87', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n388', ""000€\n\n\n4 bed.\n98 m²\n7th floor exterior with lift\n\n\nApartment for sale in l'Avinguda Paral-lel\nThe property is located on the seventh floor of a very well maintained building from the 70s. Currently the apartment consists of entrance hall"", ' a large living room with open views to Tibidabo', ' two double bedrooms with views']",avenida del Paral·lel,98 m²,7th,with lift,,"Apartment for sale in l'Avinguda Paral-lel
The property is located on the seventh floor of a very well maintained building from the 70s. Currently the apartment consists of entrance hall, a large living room with open views to Tibidabo, two double bedrooms with views, two single bedrooms with window"
263,Duplex,/en/inmueble/101607418/,"556,000€","['\n\nDuplex in calle Palmeres', ' 20', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n556', '000€\n\n\n3 bed.\n80 m²\n2nd floor exterior with lift\n\n\nPromotion of 7 new construction homes with flats and penthouses with private roof located in the popular Nou Barris neighborhood.\n•Homes with 1']",calle Palmeres,80 m²,2nd,with lift,,"Promotion of 7 new construction homes with flats and penthouses with private roof located in the popular Nou Barris neighborhood.
•Homes with 1, 2 or 3 bedrooms
•Duplex Ground Floors with a large entrance of natural light
•Penthouses with spectacular private terraces
The building is on the corner"
264,Flat,/en/inmueble/101598762/,"425,000€","['\n\nFlat in calle de València', ' La Sagrada Família', ' Barcelona\n\n\n425', '000€\n\n\n3 bed.\n91 m²\n5th floor exterior with lift\n\n\nFabulous and sunny house of 91 m² built', ' plus a balcony', ' the property is located on Valencia street', ' close to the Sagrada Familia and the Encants market', ' very well connected with public transport', ' services and shops.\nIt consists of a large living-dining room', ' large kitchen', ' three bedrooms']",calle de València,91 m²,5th,with lift,,"Fabulous and sunny house of 91 m² built, plus a balcony, the property is located on Valencia street, close to the Sagrada Familia and the Encants market, very well connected with public transport, services and shops.
It consists of a large living-dining room, large kitchen, three bedrooms, and two"
265,Duplex,/en/inmueble/101607082/,"356,000€","['\n\nDuplex in calle Palmeres', ' 20', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n356']",calle Palmeres,107 m²,Ground,with lift,,
266,Flat,/en/inmueble/101598255/,"625,000€","['\n\n\n\n\n\n\nFlat in El Fort Pienc', ' Barcelona\n\n\n625', '000€\n\n\n3 bed.\n131 m²\n2nd floor exterior with lift\n\n\nRenovated apartment for sale in Fort Pienc', ' Eixample']",El Fort Pienc,131 m²,2nd,with lift,,"Renovated apartment for sale in Fort Pienc, Eixample, Barcelona
Completely renovated apartment for sale located a few steps from Paseo de San Juan.
It consists of 131 m² built and 114 m² of housing built according to cadastre. Upon entering we find a beautiful office-style kitchen fully furnished a"
267,Flat,/en/inmueble/101596753/,"699,000€","['\n\n\n\n\n\n\nFlat in La Vila Olímpica del Poblenou', ' Barcelona\n\n\n699', '000€\nGarage optional 25', '000 €\n\n\n3 bed.\n125 m²\n1st floor exterior with lift\n\n\nApartment for sale a few meters from the beach in Villa Olímpica', ' Barcelona\nApartment for sale near the Nova Icaria beach', ' facing south that guarantees a good entrance of natural light']",La Vila Olímpica del Poblenou,125 m²,1st,with lift,"Garage optional 25,000 €","Apartment for sale a few meters from the beach in Villa Olímpica, Barcelona
Apartment for sale near the Nova Icaria beach, facing south that guarantees a good entrance of natural light, located on the first floor of a building built in 1992 with an elevator.
The apartment has a constructed area o"
268,Flat,/en/inmueble/99811467/,"600,000€","['\n\nFlat in avenida Diagonal', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n600', '000€\n\n\n4 bed.\n112 m²\n5th floor interior with lift\n\n\nVitality', ' light', "" harmony and peace.\nUnique opportunity for an apartment for sale in the best area of the Dreta de l'Eixample located on Avenida Diagonal"", ' a royal estate', ' with an elevator']",avenida Diagonal,112 m²,5th,with lift,,"Vitality, light, harmony and peace.
Unique opportunity for an apartment for sale in the best area of the Dreta de l'Eixample located on Avenida Diagonal, a royal estate, with an elevator, built in 1910. This magnificent apartment with great potential to reform presents us with the opportunity to ha"
269,Duplex,/en/inmueble/101607419/,"524,000€","['\n\nDuplex in calle Palmeres', ' 20', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n524']",calle Palmeres,79 m²,2nd,with lift,,
270,Flat,/en/inmueble/101607374/,"258,000€","['\n\nFlat in calle Palmeres', ' 20', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n258', '000€\n\n\n1 bed.\n46 m²\n1st floor exterior with lift\n\n\nPromotion of 7 new construction homes with flats and penthouses with private roof located in the popular Nou Barris neighborhood.\n•Homes with 1']",calle Palmeres,46 m²,1st,with lift,,"Promotion of 7 new construction homes with flats and penthouses with private roof located in the popular Nou Barris neighborhood.
•Homes with 1, 2 or 3 bedrooms
•Duplex Ground Floors with a large entrance of natural light
•Penthouses with spectacular private terraces
The building is on the corner"
271,Flat,/en/inmueble/101336639/,"388,000€","['\n\n\n\n\n\n\nFlat in avenida del Paral·lel', ' 87', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n388', ""000€\n\n\n4 bed.\n98 m²\n7th floor exterior with lift\n\n\nApartment for sale in l'Avinguda Paral-lel\nThe property is located on the seventh floor of a very well maintained building from the 70s. Currently the apartment consists of entrance hall"", ' a large living room with open views to Tibidabo', ' two double bedrooms with views']",avenida del Paral·lel,98 m²,7th,with lift,,"Apartment for sale in l'Avinguda Paral-lel
The property is located on the seventh floor of a very well maintained building from the 70s. Currently the apartment consists of entrance hall, a large living room with open views to Tibidabo, two double bedrooms with views, two single bedrooms with window"
272,Flat,/en/inmueble/101594893/,"235,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Estadella"", ' El Bon Pastor', ' Barcelona\n\n\n235', '000€\n\n\n257', '500 €\n\n9%\n\n\n\n4 bed.\n110 m²\n5th floor exterior without lift\n\n\nFloor 5th', ' flat total surface area 110 m²', ' usable floor area 95 m²', ' single bedrooms: 1', ' double bedrooms: 3', ' 1 bathrooms', ' state of repair: in good condition', ' facing south', ' terrace', ' exterior', ' energy emission rate: D', ' 85', ' energy consumption rate: E']",calle de l'Estadella,110 m²,5th,without lift,,"Floor 5th, flat total surface area 110 m², usable floor area 95 m², single bedrooms: 1, double bedrooms: 3, 1 bathrooms, state of repair: in good condition, facing south, terrace, exterior, energy emission rate: D, 85, energy consumption rate: E, 225."
273,Duplex,/en/inmueble/101606421/,"3,100,000€","['\n\nDuplex in calle de Lázaro Cárdenas', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n3', '100']",calle de Lázaro Cárdenas,524 m²,Ground,with lift,Parking included,"Magnificent and bright triplex located next to the Turó Parc
DIMENSIONS
Housing: 456 m2
Terraces: 136 m2
PROPERTY DESCRIPTION:
Spectacular renovated house with high quality elements surrounded by large terraces located in a very quiet street near the Turó Parc gardens.Due to its discretion and pr"
274,Flat,/en/inmueble/101607406/,"362,000€","['\n\nFlat in calle Palmeres', ' 20', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n362']",calle Palmeres,54 m²,1st,with lift,,
275,Flat,/en/inmueble/101598255/,"625,000€","['\n\n\n\n\n\n\nFlat in El Fort Pienc', ' Barcelona\n\n\n625', '000€\n\n\n3 bed.\n131 m²\n2nd floor exterior with lift\n\n\nRenovated apartment for sale in Fort Pienc', ' Eixample']",El Fort Pienc,131 m²,2nd,with lift,,"Renovated apartment for sale in Fort Pienc, Eixample, Barcelona
Completely renovated apartment for sale located a few steps from Paseo de San Juan.
It consists of 131 m² built and 114 m² of housing built according to cadastre. Upon entering we find a beautiful office-style kitchen fully furnished a"
276,Flat,/en/inmueble/99811467/,"600,000€","['\n\nFlat in avenida Diagonal', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n600', '000€\n\n\n4 bed.\n112 m²\n5th floor interior with lift\n\n\nVitality', ' light', "" harmony and peace.\nUnique opportunity for an apartment for sale in the best area of the Dreta de l'Eixample located on Avenida Diagonal"", ' a royal estate', ' with an elevator']",avenida Diagonal,112 m²,5th,with lift,,"Vitality, light, harmony and peace.
Unique opportunity for an apartment for sale in the best area of the Dreta de l'Eixample located on Avenida Diagonal, a royal estate, with an elevator, built in 1910. This magnificent apartment with great potential to reform presents us with the opportunity to ha"
277,Flat,/en/inmueble/101255396/,"445,000€","['\n\n\n\n\n\n\nFlat in avenida de la República Argentina', ' Vallcarca i els Penitents', ' Barcelona\n\n\n445', '000€\nParking included\n\n\n3 bed.\n96 m²\n2nd floor interior with lift\n\n\nApartment for sale to renovate and with parking in República Argentina\nIn the upper area of Putxet', ' in República Argentina street', ' we find this house', ' consisting of 94 m2 built', ' 81 m2 useful', ' plus 5m2 balcony and built in 1961.\nThe house has 3 bedrooms']",avenida de la República Argent,96 m²,2nd,with lift,Parking included,"Apartment for sale to renovate and with parking in República Argentina
In the upper area of Putxet, in República Argentina street, we find this house, consisting of 94 m2 built, 81 m2 useful, plus 5m2 balcony and built in 1961.
The house has 3 bedrooms, two doubles with fitted closets and one sing"
278,Flat,/en/inmueble/99290548/,"590,000€","['\n\n\n\n\n\n\nFlat in avenida de Josep Tarradellas', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n590', '000€\nParking included\n\n\n4 bed.\n139 m²\n6th floor exterior with lift\n\n\n4-bedroom apartment with parking for sale to reform', ' in Eixample Esquerra\nIn one of the most popular areas of the Eixample Esquerra in Barcelona', ' on Avenida Josep Tarradellas', ' we find this 150 m2 flat to reform', ' all exterior.\nIt currently consists of 4 bedrooms and two bathrooms']",avenida de Josep Tarradellas,139 m²,6th,with lift,Parking included,"4-bedroom apartment with parking for sale to reform, in Eixample Esquerra
In one of the most popular areas of the Eixample Esquerra in Barcelona, on Avenida Josep Tarradellas, we find this 150 m2 flat to reform, all exterior.
It currently consists of 4 bedrooms and two bathrooms, a spacious living"
279,Flat,/en/inmueble/98196660/,"525,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n525', '000€\nGarage optional 55', '000 €\n\n\n4 bed.\n120 m²\n1st floor exterior with lift\n\n\nSpacious and confortable flat in Marià Cubí St.\nSpacious and excellently located apartment in the heart of Galvany', ' on Marià Cubí street. It consists of a spacious living room', ' an office kitchen with a utility area and an annex with a pantry', ' cupboards']",Sant Gervasi - Galvany,120 m²,1st,with lift,"Garage optional 55,000 €","Spacious and confortable flat in Marià Cubí St.
Spacious and excellently located apartment in the heart of Galvany, on Marià Cubí street. It consists of a spacious living room, an office kitchen with a utility area and an annex with a pantry, cupboards, formerly a utility room. It has two exterior b"
280,Flat,/en/inmueble/100918052/,"530,000€","['\n\n\n\n\n\n\nFlat in El Guinardó', ' Barcelona\n\n\n530', '000€\nParking included\n\n\n4 bed.\n100 m²\n2nd floor exterior with lift\n\n\nProperty with views in Guinardó\nDiscover this charming 100 sqm flat', ' perfect for those seeking a peaceful home in contact with nature', ' with excellent public transportation', ' shops and services nearby. The location is wonderful']",El Gu,100 m²,2nd,with lift,Parking included,"Property with views in Guinardó
Discover this charming 100 sqm flat, perfect for those seeking a peaceful home in contact with nature, with excellent public transportation, shops and services nearby. The location is wonderful, steps away from the beautiful Parque del Guinardó and very close to the M"
281,Flat,/en/inmueble/101593374/,"749,000€","['\n\n\n\n\n\n\nFlat in calle de la Palla', ' El Gòtic', ' Barcelona\n\n\n749', '000€\n\n\n775', '000 €\n\n3%\n\n\n\n3 bed.\n120 m²\n1st floor exterior with lift\n\n\nApartment with a spectacular renovation a step away from Plaça del Pi and the famous Ramblas', ' in the heart of the Gothic quarter. In a building from 1850 with an elevator']",calle de la Palla,120 m²,1st,with lift,,"Apartment with a spectacular renovation a step away from Plaça del Pi and the famous Ramblas, in the heart of the Gothic quarter. In a building from 1850 with an elevator, we find this spectacular apartment completely renovated with high quality finishes. The apartment consists of 3 bedrooms and two"
