,type,reference,price,district,street,area,plant,lift,parking,description
321,Flat,/en/inmueble/98271129/,"380,000€","[""\n\n\n\n\n\n\nFlat in calle d'en Carabassa"", ' El Gòtic', ' Barcelona\n\n\n380', '000€\n\n\n2 bed.\n92 m²\nGround floor exterior without lift\n\n\nRefurbished 2 bedroom apartment for sale next to the Church of La Mercè\nA few steps from the Basilica de la Mercè and the Moll de la Fusta', ' in the heart of the Gothic Quarter with more history of the city', ' we find this apartment of 92m2 built completely renovated']",calle d'en Carabassa,92 m²,Ground,without lift,,"Refurbished 2 bedroom apartment for sale next to the Church of La Mercè
A few steps from the Basilica de la Mercè and the Moll de la Fusta, in the heart of the Gothic Quarter with more history of the city, we find this apartment of 92m2 built completely renovated, located on the second floor of a bu"
322,Duplex,/en/inmueble/101199070/,"749,700€","[""\n\n\n\n\n\n\nDuplex in calle D'Abdó Terradas"", ' Vila de Gràcia', ' Barcelona\n\n\n749', '700€\n\n\n3 bed.\n128 m²\nGround floor exterior without lift\n\n\nTriplex in Vila De Gràcia', ' five minutes from Passeig de Gràcia.\nOn a corner with two winds in pedestrian streets', ' we find this house of 128m2 according to the registry note']",calle D'Abdó Terradas,128 m²,Ground,without lift,,"Triplex in Vila De Gràcia, five minutes from Passeig de Gràcia.
On a corner with two winds in pedestrian streets, we find this house of 128m2 according to the registry note, ready to move in with three bedrooms and three bathrooms.
Upon entering the house we find a very open space with a half open"
323,Flat,/en/inmueble/101612882/,"359,000€","['\n\nFlat in Hostafrancs', ' Barcelona\n\n\n359', '000€\n\n\n2 bed.\n57 m²\n1st floor exterior with lift\n\n\nThe property is located in a privileged area of the neighborhood of Hostafrancs', ' between the two large parks of the neighborhood', "" the Parc de Joan Miró and the Parc de la Espanya Industrial.\nIt is also located between two of Barcelona's major bus"", ' metro and train stations']",Hostafrancs,57 m²,1st,with lift,,"The property is located in a privileged area of the neighborhood of Hostafrancs, between the two large parks of the neighborhood, the Parc de Joan Miró and the Parc de la Espanya Industrial.
It is also located between two of Barcelona's major bus, metro and train stations, Sants Estació and Plaza"
324,Flat,/en/inmueble/98269110/,"1,095,000€","['\n\n\n\n\n\n\nFlat in calle de Provença', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '095', '000€\n\n\n4 bed.\n189 m²\n2nd floor exterior with lift\n\n\n4 bedrooms appartment on Sale in Eixample Esquerra', ' totally refurbished.\nWonderful property for sale located in the Eixample Esquerra of Barcelona']",calle de Provença,189 m²,2nd,with lift,,"4 bedrooms appartment on Sale in Eixample Esquerra, totally refurbished.
Wonderful property for sale located in the Eixample Esquerra of Barcelona, consists of 189m2 as a result of the union of two floors. (consists of two registry entities)
Refurbished with high quality materials in 2012. With a d"
325,Terraced,/en/inmueble/99271667/,"950,000€","['\n\n\n\n\n\n\nTerraced house in calle del Torrent de les Roses', ' Pedralbes', ' Barcelona\n\n\n950', '000€\n\n\n5 bed.\n150 m²\n\n\nSemi-detached house for sale in Pedralbes - Les Corts\nTwo-storey semi-detached house with gable roof', ' 150m2 in one of the quietest areas of Barcelona', ' within walking distance of prestigious schools and universities.\nThe house has two floors. On the first floor']",calle del Torrent de les Roses,150 m²,,,,"Semi-detached house for sale in Pedralbes - Les Corts
Two-storey semi-detached house with gable roof, 150m2 in one of the quietest areas of Barcelona, within walking distance of prestigious schools and universities.
The house has two floors. On the first floor, we find a living room with access to"
326,Flat,/en/inmueble/101043506/,"595,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n595', ""000€\n\n\n3 bed.\n105 m²\nMezzanine exterior with lift\n\n\nRefurbished apartment for sale in l'Eixample Esquerra\nIn the heart of Barcelona's Eixample Izquierdo"", ' in front of the ""Mercat del Ninot""', ' we find this fantastic apartment', ' completely renovated with elegant finishes and high quality materials', ' perfect for living or investing.\nIt is a second floor']",calle de Villarroel,105 m²,Mezzanine,lift,,"Refurbished apartment for sale in l'Eixample Esquerra
In the heart of Barcelona's Eixample Izquierdo, in front of the ""Mercat del Ninot"", we find this fantastic apartment, completely renovated with elegant finishes and high quality materials, perfect for living or investing.
It is a second floor, in"
327,Flat,/en/inmueble/98268685/,"4,500,000€","['\n\n\n\n\n\n\nFlat in paseo de la Bonanova', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n4', '500', '000€\nParking included\n\n\n6 bed.\n492 m²\n1st floor exterior with lift\n\n\nLuxury flat for sale in Passeig Bonanova\nThis impressive property', ' located on the best section of Passeig Bonanova', ' has a surface area of 500sqm approx.\nDetached flat', ' perfectly laid out']",paseo de la Bonanova,492 m²,1st,with lift,Parking included,"Luxury flat for sale in Passeig Bonanova
This impressive property, located on the best section of Passeig Bonanova, has a surface area of 500sqm approx.
Detached flat, perfectly laid out, is located in one of the most exclusive buildings of the neighborhood. The flat has a large living-dining room"
328,Detached,/en/inmueble/99345419/,"3,950,000€","['\n\n\n\n\n\n\nDetached house in Pedralbes', ' Barcelona\n\n\n3', '950', '000€\n\n\n12 bed.\n593 m²\n\n\nFantastic house with a huge garden in Pedralbes\nIn the elegant neighborhood of Pedralbes', ' surrounded by multiple prestigious international schools', ' very well connected to the city center and one of the main arteries of Barcelona', ' we find this unique property.\nThe house has two entrances']",Pedralbes,593 m²,,,,"Fantastic house with a huge garden in Pedralbes
In the elegant neighborhood of Pedralbes, surrounded by multiple prestigious international schools, very well connected to the city center and one of the main arteries of Barcelona, we find this unique property.
The house has two entrances, one for pe"
329,Flat,/en/inmueble/99945410/,"1,350,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n1', '350', '000€\n\n\n5 bed.\n226 m²\n3rd floor exterior with lift\n\n\nFablulous bright flat in Plaza Narcis Oller\nEngel&Völkers presents this unique piece in one of the most demanded locations', ' a few steps from Plaça de Narcís Oller', ' Gal. la Placidía; Rambla Catalunya', ' Passeig de Gràcia and Av. Diagonal. In a beautiful modernist building']",Vila de Gràcia,226 m²,3rd,with lift,,"Fablulous bright flat in Plaza Narcis Oller
Engel&Völkers presents this unique piece in one of the most demanded locations, a few steps from Plaça de Narcís Oller, Gal. la Placidía; Rambla Catalunya, Passeig de Gràcia and Av. Diagonal. In a beautiful modernist building, on the fifth floor there is t"
330,Flat,/en/inmueble/99393815/,"345,000€","['\n\n\n\n\n\n\nFlat in calle de Provença', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n345', '000€\n\n\n2 bed.\n63 m²\n4th floor exterior with lift\n\n\nPiso en venta en La Nova Esquerra de l´Eixample\nEn la Nova Esquerra de l´Eixample', ' en la calle Provença', ' encontramos esta vivienda', ' compuesta de 63m2 construidos']",calle de Provença,63 m²,4th,with lift,,"Piso en venta en La Nova Esquerra de l´Eixample
En la Nova Esquerra de l´Eixample, en la calle Provença, encontramos esta vivienda, compuesta de 63m2 construidos, 58m2 útiles y construida en el año 1930.
La vivienda consta de dos habitaciones y 1 baño completo. La habitación principal tiene un balc"
331,Flat,/en/inmueble/98271638/,"370,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Equador"", ' Les Corts', ' Barcelona\n\n\n370']",calle de l'Equador,107 m²,5th,with lift,,"Apartment for sale in Les Corts
This beautiful apartment is located in the district of Les Corts in a very quiet street near the Plaza de Les Corts and five minutes from the shopping center L'Illa Diagonal surrounded by all kinds of services and transport.
The house of 84m2 useful. Distributed in a"
332,Flat,/en/inmueble/101023180/,"349,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Hostal de Sant Antoni"", ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n349', '000€\n\n\n2 bed.\n45 m²\n1st floor exterior with lift\n\n\nNew Apartments in a Restored Medieval Building in El Born\nIn a quiet street next to the emblematic Born Market we find this corner building', ' of a total of 10 apartments', ' completely renovated maintaining its charm and original elements.\nIt has 2 bedroom apartments']",calle de l'Hostal de Sant Antoni,45 m²,1st,with lift,,"New Apartments in a Restored Medieval Building in El Born
In a quiet street next to the emblematic Born Market we find this corner building, of a total of 10 apartments, completely renovated maintaining its charm and original elements.
It has 2 bedroom apartments, with balconies overlooking the str"
333,Flat,/en/inmueble/98271566/,"445,000€","[""\n\n\n\n\n\n\nFlat in calle d'Avinyó"", ' El Gòtic', ' Barcelona\n\n\n445', '000€\n\n\n4 bed.\n143 m²\n3rd floor exterior without lift\n\n\nProperty divided into two floors for sale in the Gothic Quarter of Barcelona.\nLocated in a typical modernist building of 1910 in the famous Avinyó street', ' a very central street in the old town of Barcelona', ' we find this property of 140 m² which is divided into two floors']",calle d'Av,143 m²,3rd,without lift,,"Property divided into two floors for sale in the Gothic Quarter of Barcelona.
Located in a typical modernist building of 1910 in the famous Avinyó street, a very central street in the old town of Barcelona, we find this property of 140 m² which is divided into two floors, although in the registry it"
334,Flat,/en/inmueble/100361523/,"720,000€","['\n\n\n\n\n\n\nFlat in ronda del General Mitre', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n720', '000€\nParking included\n\n\n5 bed.\n130 m²\n4th floor exterior with lift\n\n\nApartment for sale in Sant Gervasi - La Bonanova\nVery bright exterior apartment of 148m2 according to cadastre and terrace of 7m2 oriented to Tibidabo.\nBuilding in perfect condition.\nDay and night area perfectly differentiated.\nDouble entrance']",ronda del General Mitre,130 m²,4th,with lift,Parking included,"Apartment for sale in Sant Gervasi - La Bonanova
Very bright exterior apartment of 148m2 according to cadastre and terrace of 7m2 oriented to Tibidabo.
Building in perfect condition.
Day and night area perfectly differentiated.
Double entrance, main and service.
Day area: Large living room. Kitchen"
335,Penthouse,/en/inmueble/100905531/,"850,000€","['\n\n\n\n\n\n\nPenthouse in Les Corts', ' Barcelona\n\n\n850', '000€\nGarage optional 25', '000 €\n\n\n4 bed.\n144 m²\n exterior with lift\n\n\nSpectacular duplex penthouse in the best area of Les Corts/Diagonal\nWe present this fabulous 144m2 duplex penthouse + 60 m2 of terraces on Gran Vía Carlos III', ' next to the Corte Inglés Diagonal', ' Torres Caixabank and Hospital Dexeus.\nThe property is distributed over 2 floors']",Les Corts,144 m²,,,"Garage optional 25,000 €","Spectacular duplex penthouse in the best area of Les Corts/Diagonal
We present this fabulous 144m2 duplex penthouse + 60 m2 of terraces on Gran Vía Carlos III, next to the Corte Inglés Diagonal, Torres Caixabank and Hospital Dexeus.
The property is distributed over 2 floors, the ground floor being t"
336,Flat,/en/inmueble/100746779/,"639,000€","['\n\n\n\n\n\n\nFlat in calle de Rocafort', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n639', '000€\n\n\n5 bed.\n154 m²\n3rd floor exterior with lift\n\n\nApartment to refurbish for sale in Rocafort street', ' Eixample Esquerra\nApartment of 140m2 built completely to reform', ' located on the third floor', ' in a building facing southeast']",calle de Rocafort,154 m²,3rd,with lift,,"Apartment to refurbish for sale in Rocafort street, Eixample Esquerra
Apartment of 140m2 built completely to reform, located on the third floor, in a building facing southeast, with concierge all day and 2 elevators. Located two steps from Josep Tarradellas street and surrounded by all kinds of stor"
337,Flat,/en/inmueble/98268589/,"2,500,000€","['\n\n\n\n\n\n\nFlat in Passatge Sert', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n2', '500', '000€\n\n\n2 bed.\n318 m²\n4th floor exterior with lift\n\n\nSpectacular loft for sale in Barcelona\nThis stunning 300sqm flat', ' it is located in an exclusive walkway and its characterized by its wide open spaces. It has two large rooms', ' one of them being chill-out type', ' and a modern open kitchen with living-dining room. The night area has two bedrooms']",Passatge Sert,318 m²,4th,with lift,,"Spectacular loft for sale in Barcelona
This stunning 300sqm flat, it is located in an exclusive walkway and its characterized by its wide open spaces. It has two large rooms, one of them being chill-out type, and a modern open kitchen with living-dining room. The night area has two bedrooms, both e"
338,Flat,/en/inmueble/100611444/,"475,000€","['\n\n\n\n\n\n\nFlat in calle del Rosselló', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n475', ""000€\n\n\n3 bed.\n97 m²\n5th floor exterior with lift\n\n\n3-bedroom apartment with a terrace a few meters from Rogent Street\nLocated in the Camp de l'Arpa area"", ' near the Sagrada Familia', ' the Sant Pau hospital grounds and the newly rehabilitated area of Glories', ' a few meters from one of the most sought-after streets in the area']",calle del Rosselló,97 m²,5th,with lift,,"3-bedroom apartment with a terrace a few meters from Rogent Street
Located in the Camp de l'Arpa area, near the Sagrada Familia, the Sant Pau hospital grounds and the newly rehabilitated area of Glories, a few meters from one of the most sought-after streets in the area, we find this spacious apartm"
339,Flat,/en/inmueble/98268942/,"1,450,000€","['\n\n\n\n\n\n\nFlat in calle de Casp', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '450', '000€\n\n\n3 bed.\n114 m²\nMezzanine exterior with lift\n\n\nFlat for sale with Terrace in Eixample Dreta (Barcelona)\nBrand new 114 sqm flat with a 161sqm Terrace in Eixample Dreta', ' Barcelona. The property has 3 bedrooms', ' 2 bathrooms', ' air conditioning', ' fitted wardrobes']",calle de Casp,114 m²,Mezzanine,lift,,"Flat for sale with Terrace in Eixample Dreta (Barcelona)
Brand new 114 sqm flat with a 161sqm Terrace in Eixample Dreta, Barcelona. The property has 3 bedrooms, 2 bathrooms, air conditioning, fitted wardrobes, laundry room and heating."
340,Flat,/en/inmueble/98269581/,"390,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n390', '000€\n\n\n1 bed.\n47 m²\nMezzanine exterior with lift\n\n\nRefurbished and furnished apartment for sale in Gran Via with Rambla Catalunya\nA step away from Rambla Catalunya', ' Passeig de Gràcia and Plaça Catalunya', ' perfectly located in the center of the city', ' we find this stately building', ' with elevator and concierge.\nThe apartment has 47sqm']",Gran Via de les Corts Catalanes,47 m²,Mezzanine,lift,,"Refurbished and furnished apartment for sale in Gran Via with Rambla Catalunya
A step away from Rambla Catalunya, Passeig de Gràcia and Plaça Catalunya, perfectly located in the center of the city, we find this stately building, with elevator and concierge.
The apartment has 47sqm, is exterior and i"
341,Flat,/en/inmueble/100779429/,"330,000€","['\n\n\n\n\n\n\nFlat in calle de la Selva de Mar', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n330', '000€\n\n\n2 bed.\n67 m²\n2nd floor exterior with lift\n\n\nRefurbished apartment with terrace and two bedrooms for sale in Diagonal Mar\nWith an unbeatable location', ' in Selva de Mar street', ' in the heart of Diagonal Mar', ' surrounded by all the services of the area', ' parks and 5 minutes from the beach']",calle de la Selva de Mar,67 m²,2nd,with lift,,"Refurbished apartment with terrace and two bedrooms for sale in Diagonal Mar
With an unbeatable location, in Selva de Mar street, in the heart of Diagonal Mar, surrounded by all the services of the area, parks and 5 minutes from the beach, we find this magnificent apartment completely renovated with"
342,Flat,/en/inmueble/99936317/,"875,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n875', '000€\n\n\n997', ""000 €\n\n12%\n\n\n\n5 bed.\n154 m²\n exterior with lift\n\n\nOn the first floor of a 1950's building with renovated communal areas"", ' we find this 135 m² property to renovate. \xa0\nThe property currently has 5 bedrooms', ' 2 bathrooms', ' 2 storage spaces', ' a kitchen and a living room - dining room']",La Dreta de l'Eixample,154 m²,,,,"On the first floor of a 1950's building with renovated communal areas, we find this 135 m² property to renovate.  
The property currently has 5 bedrooms, 2 bathrooms, 2 storage spaces, a kitchen and a living room - dining room, but the layout can be transformed to adapt to the buyer's lifestyle an"
343,Detached,/en/inmueble/98268848/,"4,300,000€","['\n\n\n\n\n\n\nDetached house in calle del Torrent de les Roses', ' Pedralbes', ' Barcelona\n\n\n4', '300', '000€\nParking included\n\n\n6 bed.\n686 m²\n\n\nMajestic house with views and garden in Pedralbes\nLocated in one of the most exclusive areas of Barcelona we find this property of 686sqm distributed in four floors connected by stairs and elevator. The splendid garden', ' of 1.000sqm', ' stands out for its good orientation']",calle del Torrent de les Roses,686 m²,,,Parking included,"Majestic house with views and garden in Pedralbes
Located in one of the most exclusive areas of Barcelona we find this property of 686sqm distributed in four floors connected by stairs and elevator. The splendid garden, of 1.000sqm, stands out for its good orientation, the tranquility of its environ"
344,Flat,/en/inmueble/101043506/,"595,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n595', ""000€\n\n\n3 bed.\n105 m²\nMezzanine exterior with lift\n\n\nRefurbished apartment for sale in l'Eixample Esquerra\nIn the heart of Barcelona's Eixample Izquierdo"", ' in front of the ""Mercat del Ninot""', ' we find this fantastic apartment', ' completely renovated with elegant finishes and high quality materials', ' perfect for living or investing.\nIt is a second floor']",calle de Villarroel,105 m²,Mezzanine,lift,,"Refurbished apartment for sale in l'Eixample Esquerra
In the heart of Barcelona's Eixample Izquierdo, in front of the ""Mercat del Ninot"", we find this fantastic apartment, completely renovated with elegant finishes and high quality materials, perfect for living or investing.
It is a second floor, in"
345,Flat,/en/inmueble/101612882/,"359,000€","['\n\nFlat in Hostafrancs', ' Barcelona\n\n\n359', '000€\n\n\n2 bed.\n57 m²\n1st floor exterior with lift\n\n\nThe property is located in a privileged area of the neighborhood of Hostafrancs', ' between the two large parks of the neighborhood', "" the Parc de Joan Miró and the Parc de la Espanya Industrial.\nIt is also located between two of Barcelona's major bus"", ' metro and train stations']",Hostafrancs,57 m²,1st,with lift,,"The property is located in a privileged area of the neighborhood of Hostafrancs, between the two large parks of the neighborhood, the Parc de Joan Miró and the Parc de la Espanya Industrial.
It is also located between two of Barcelona's major bus, metro and train stations, Sants Estació and Plaza"
346,Flat,/en/inmueble/100492713/,"845,000€","['\n\n\n\n\n\n\nFlat in calle de Sabino Arana', ' La Maternitat i Sant Ramon', ' Barcelona\n\n\n845', '000€\n\n\n6 bed.\n190 m²\n2nd floor exterior with lift\n\n\nApartment to renovate for sale in Les Corts\nA step away from Avda. Diagonal next to reference hospitals and shopping centers we find this apartment in a young building with lots of natural light and many possibilities for reform']",calle de Sab,190 m²,2nd,with lift,,"Apartment to renovate for sale in Les Corts
A step away from Avda. Diagonal next to reference hospitals and shopping centers we find this apartment in a young building with lots of natural light and many possibilities for reform, consists of 172 m2 useful according to writing.  
Once we access we fi"
347,Flat,/en/inmueble/101347740/,"159,000€","['\n\n\n\n\n\n\nFlat in Sants - Badal', ' Barcelona\n\n\n159', '000€\n\n\n165', '000 €\n\n4%\n\n\n\n1 bed.\n32 m²\nGround floor without lift\n\n\nBONVEI - BASSEGODA - GROUND FLOOR FOR SALE IN THE SANTS NEIGHBORHOOD. House with one bedroom', ' bathroom with shower and living room with kitchenette facing the street. It is a ground floor located in a very quiet street in the Sants neighborhood. Excellent condition', ' parquet flooring']",Sants - Badal,32 m²,Ground,lift,,"BONVEI - BASSEGODA - GROUND FLOOR FOR SALE IN THE SANTS NEIGHBORHOOD. House with one bedroom, bathroom with shower and living room with kitchenette facing the street. It is a ground floor located in a very quiet street in the Sants neighborhood. Excellent condition, parquet flooring, aluminum window"
348,Flat,/en/inmueble/99945410/,"1,350,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n1', '350', '000€\n\n\n5 bed.\n226 m²\n3rd floor exterior with lift\n\n\nFablulous bright flat in Plaza Narcis Oller\nEngel&Völkers presents this unique piece in one of the most demanded locations', ' a few steps from Plaça de Narcís Oller', ' Gal. la Placidía; Rambla Catalunya', ' Passeig de Gràcia and Av. Diagonal. In a beautiful modernist building']",Vila de Gràcia,226 m²,3rd,with lift,,"Fablulous bright flat in Plaza Narcis Oller
Engel&Völkers presents this unique piece in one of the most demanded locations, a few steps from Plaça de Narcís Oller, Gal. la Placidía; Rambla Catalunya, Passeig de Gràcia and Av. Diagonal. In a beautiful modernist building, on the fifth floor there is t"
349,Terraced,/en/inmueble/100256550/,"1,900,000€","['\n\n\n\n\n\n\nTerraced house in Sarrià', ' Barcelona\n\n\n1', '900', '000€\nParking included\n\n\n2', '140', '000 €\n\n11%\n\n\n\n5 bed.\n282 m²\n\n\nThis wonderful house is located in Sarrià', ' next to a forest in the heart of Barcelona without giving up', ' therefore', ' the proximity to international schools', ' public transport and sports centers. The house', ' divided into five floors']",Sarrià,282 m²,,,Parking included,"This wonderful house is located in Sarrià, next to a forest in the heart of Barcelona without giving up, therefore, the proximity to international schools, public transport and sports centers. The house, divided into five floors, was designed by the renowned architect Óscar Tusquets and built by Núñ"
350,Flat,/en/inmueble/101425804/,"245,000€","['\n\n\n\n\n\n\nFlat in El Clot', ' Barcelona\n\n\n245']",El Clot,45 m²,8th,without lift,,"Renovated two-bedroom apartment in Clot
Two bedroom apartment renovated brand new. Located in a building with elevator and doorman very close to the metro and train station of Clot. The apartment offers natural light and mountain views as it is an eighth floor.
It has excellent communication with pu"
351,Flat,/en/inmueble/100191139/,"6,000,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n6', '000', '000€\n\n\n5 bed.\n534 m²\n3rd floor exterior with lift\n\n\nMagnificent duplex penthouse next to La Pedrera\nRight in the core of the most exclusive area of Barcelona', ' just a few steps away from Gaudi’s Pedrera house in Passeig de Gràcia', ' surrounded by the best art noveau arquitecture we find this amazing duplex penthouse in an impressive apartment building']",La Dreta de l'Eixample,534 m²,3rd,with lift,,"Magnificent duplex penthouse next to La Pedrera
Right in the core of the most exclusive area of Barcelona, just a few steps away from Gaudi’s Pedrera house in Passeig de Gràcia, surrounded by the best art noveau arquitecture we find this amazing duplex penthouse in an impressive apartment building,"
352,Flat,/en/inmueble/100946913/,"260,000€","['\n\n\n\n\n\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n260', '000€\n\n\n3 bed.\n60 m²\n2nd floor exterior with lift\n\n\nApartment to renovate with balcony in Maragall\nLocated in the district of Nou Barris', ' this bright apartment of 58 m2 is located in a very well connected area']",calle de Ramon Albó,60 m²,2nd,with lift,,"Apartment to renovate with balcony in Maragall
Located in the district of Nou Barris, this bright apartment of 58 m2 is located in a very well connected area, a few meters from Passeig Maragall (metro L5 and buses).
The apartment is located on the second floor of this 1969 building.  
Its current d"
353,Flat,/en/inmueble/99960541/,"1,280,000€","['\n\n\n\n\n\n\nFlat in Les Tres Torres', ' Barcelona\n\n\n1', '280', '000€\nParking included\n\n\n3 bed.\n192 m²\n2nd floor exterior with lift\n\n\nFantastic 192 m2 built apartment with a 10 m2 terrace', ' located in the center of Tres Torres. The house', ' which stands out for its magnificent distribution without corridors and for its calm and unobstructed views']",Les Tres Torres,192 m²,2nd,with lift,Parking included,"Fantastic 192 m2 built apartment with a 10 m2 terrace, located in the center of Tres Torres. The house, which stands out for its magnificent distribution without corridors and for its calm and unobstructed views, has all its exterior rooms with an excellent orientation to the South that provides lig"
354,Duplex,/en/inmueble/100342088/,"395,000€","['\n\n\n\n\n\n\nDuplex in plaza de la Unió', ' El Poblenou', ' Barcelona\n\n\n395', '000€\n\n\n3 bed.\n147 m²\nGround floor exterior with lift\n\n\nSHOP AND HOUSE FOR SALE IN POBLENOU\nAproperties offers the combination shop & flat for sale', ' IT DOES NOT HAVE A CERTIFICATE OF HABITABILITY', ' with many renovation options', ' located on the ground floor of a beautiful classic building', ' in the heart of Poblenou', ' in Plaça de la Unió']",plaza de la Unió,147 m²,Ground,with lift,,"SHOP AND HOUSE FOR SALE IN POBLENOU
Aproperties offers the combination shop & flat for sale, IT DOES NOT HAVE A CERTIFICATE OF HABITABILITY, with many renovation options, located on the ground floor of a beautiful classic building, in the heart of Poblenou, in Plaça de la Unió, in a pedestrian stree"
355,Flat,/en/inmueble/100734648/,"2,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Reina Victòria', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n2', '200', '000€\nParking included\n\n\n5 bed.\n340 m²\n3rd floor exterior with lift\n\n\nApartment with terrace for sale in Turó Park\nIn one of the most sought after areas of the city', ' a few steps from the park', ' close to selected stores', ' exquisite restaurants and very well connected']",calle de la Re,340 m²,3rd,with lift,Parking included,"Apartment with terrace for sale in Turó Park
In one of the most sought after areas of the city, a few steps from the park, close to selected stores, exquisite restaurants and very well connected, we find this elegant and unique property totally exterior with terrace to renovate.
The property has a l"
356,Flat,/en/inmueble/84108752/,"1,490,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '490', '000€\n\n\n10 bed.\n427 m²\n1st floor exterior with lift\n\n\nSmall palace in a Royal Estate of Sant Gervasi\nSpectacular property of 425m2 from the year 1930 with incredible architectural designs of the time', ' both floors and moldings of the ceilings and marble columns throughout the floor. It is a flat with very large spaces', ' quiet and bright. Currently']",Sant Gervasi - Galvany,427 m²,1st,with lift,,"Small palace in a Royal Estate of Sant Gervasi
Spectacular property of 425m2 from the year 1930 with incredible architectural designs of the time, both floors and moldings of the ceilings and marble columns throughout the floor. It is a flat with very large spaces, quiet and bright. Currently, it wo"
357,Duplex,/en/inmueble/100917619/,"1,650,000€","['\n\n\n\n\n\n\nDuplex in Gran Via de les Corts Catalanes', ' Sant Antoni', ' Barcelona\n\n\n1', '650', ""000€\n\n\n7 bed.\n468 m²\nGround floor exterior with lift\n\n\nApartment with garden for sale in Sant Antoni\nIn a fantastic location in L'Eixample"", ' between the Nova Esquerra and the much sought after neighborhood of San Antoni', ' we find this indescribable property recently renovated and possessing exquisite details of category']",Gran Via de les Corts Catalanes,468 m²,Ground,with lift,,"Apartment with garden for sale in Sant Antoni
In a fantastic location in L'Eixample, between the Nova Esquerra and the much sought after neighborhood of San Antoni, we find this indescribable property recently renovated and possessing exquisite details of category, with endless possibilities of use"
358,Flat,/en/inmueble/99936315/,"875,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n875', '000€\n\n\n969', ""000 €\n\n10%\n\n\n\n5 bed.\n151 m²\n exterior with lift\n\n\nOn the first floor of a 1950's building with renovated communal areas"", ' we find this 132 m² property to renovate.\nThe property currently has 5 bedrooms', ' 2 bathrooms', ' 2 storage spaces', ' a kitchen', ' laundry area and a living room - dining room']",La Dreta de l'Eixample,151 m²,,,,"On the first floor of a 1950's building with renovated communal areas, we find this 132 m² property to renovate.
The property currently has 5 bedrooms, 2 bathrooms, 2 storage spaces, a kitchen, laundry area and a living room - dining room, but the layout can be transformed to adapt to the buyer's"
359,Flat,/en/inmueble/99585311/,"438,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n438', '000€\n\n\n3 bed.\n104 m²\n1st floor interior with lift\n\n\nApartment for sale to reform near Plaça de Francesc Macià (Barcelona)\nThis wonderful 104m2 apartment built', ' facing southwest', ' is located on the first floor of a building near the Plaza de Francesc Macià', "" in the upper part of l'Antiga Esquerra de l'Eixample. A mainly residential neighborhood""]",calle de Villarroel,104 m²,1st,with lift,,"Apartment for sale to reform near Plaça de Francesc Macià (Barcelona)
This wonderful 104m2 apartment built, facing southwest, is located on the first floor of a building near the Plaza de Francesc Macià, in the upper part of l'Antiga Esquerra de l'Eixample. A mainly residential neighborhood, full of"
